岗位名称,岗位职责,职业代码
销售经理,工作描述： 1、听取用户需求，为用户提供相应产品信息及后续解决方案 2、拟定合同与用户达成成交，销售业绩优异 3、为代理商提供售前技术咨询 4、汇总产品信息为用户提供整体产品解决方案 5、汇总销售倾向，为事业部提供销售倾向数据支持 2015年3月联想服务新建青春手艺人项目调往手艺人项目服务四个月，前期负责售前咨询，因项目需要晋升主管主管运营负责项目数据分析、团队管理以及指定销售计划和考核标准，后续因项目迁往安徽合肥停止对该项目服务 2015年8月至16年7月调入联想ThinkPad官网负责售前客服咨询，后续负责客诉以及运营数据分析，在职期间官网运营平稳，销售量逐月攀升，为后期并入联想官网打下基础，16年7月项目移交联想官网，回到售前部门,0
Thinkpad官网售前服务中心,工作描述： 解决用户购买产品问题，处理部分投诉和特殊事务，统计管理官网手中售后问题并进行协调，汇总官网用户问题，并提出部分解决意见，中途因工作原因被调入联想青春手艺人做售前引流，引流业绩凸出,0
销售助理,工作描述： 电话销售，通过电话开发理财客户，学习金融专业知识，了解信托、保险、基金。 向意向客户推荐理财产品。,0
研发部经理,工作描述： 1、负责研发部开发团队的建设、能力培养和技术积累 – 包括应用软件、手机APP软件，嵌入式软件、硬件、测试及新产品导入团队，对相关的技术发展方向由深入的理解。和产品经理一起往常项目的完成与产品的交付。 2、 研究开发工业PLC控制器、智能调光灯光控制器，触摸面板，温控器面板，高端酒店客房智能控制器产品、液晶屏面板设计。 3、 协助后台软件团队实现不同通信协议的适配、上行数据采集、下行控制的嵌入式软件开发。 4、 项目方案设计、实施、进度、生产、质量进行跟踪。 5、 和算法工程师一起负责算法的设计与实现。 6、制定企业标准、研发流程优化、生产工艺优化改进等等 7、负责每年市、区科委科研课题申请，实施，答辩,1
研发部总监，兼质量部负责人,"工作描述： 独立和团队完成产品线  1、智能客房系统   采用CS框架实现多服务端进行客房数据的实施监控，通信总线采用TCP，RS485两种总线可选，实现客房内，灯光调节，空调、地暖、新风、电视的控制；电力参数读取；NFC的身份卡识别，雷达探头，热释电传感器的应用检查人的运动行为，以及手机，PAD等智能终端对室内电气设备的控制。  2、智能家居网关产品   基于profile机制，通过JavaScript脚本和XML配置脚本实现任意厂家的设备或虚拟设备的接入多功能平台，采用智能终端如手机、pad，云平台，本地三层框架实现。最终实现不同厂家产品的快速、自由的接入，满足不同智能家居的电气设备的安装、使用、维护。  3、城市景观亮化系统   基于BS结构设计，实现对城市、景区、码头、公园等景观照明的远程管理。具有云端控制，本地控制，手机监控，采用网络为4G，NB-IOT，具有实时控制，场景预设控制，电力参数计量，设备状态实时显示，设备消防、应急联动，节能管理，设备维护平台；  4、第3代工业灯光电气可编程控制器系统   加入NB-IOT,Wi-Fi物联网、云平台，实现对第2代工业灯光电气可编程控制器的物联网管理，实现由本地局域控制，变迁为云端和本地控制双模式，使用户控制更加便捷，大幅度降低售前、售后成本，并且采用云端数据分析为用户设备的运行状态分析，提高对用户的服务品质。通过APP的使用，为设计者和用户提供互动平台，可以了解产品动态信息，以及新产品信息，应用案例以及分享案例。  5、智能家居-生态产品   对家室内PM2.5，PM10，温湿度，CO2，甲醛，VOC等环境数据监测，通过云平台、智能移动终端，智能面板，实现对空调，地暖，新风机，加湿器，消防等设备联动，提供用户舒适的居住、办公环境。  6、其他产品   NB-IOT，LORA，DMX512灯光控制器，DALI控制器，KNX项目管理同道，前延灯光驱动器，后延驱动器设计，单火线驱动器设计，智能触摸面板设计，8同道红外学习机，CO2探头，温度探头，VOC探头，PM2.5探头，TCP-EIA485，EIA485-WI-FI，RF433无线组网，zigbee网络等等  工作职责：  1、负责研发部开发团队的建设、能力培养和技术积累 – 包括应用软件、手机APP软件，嵌入式软件、硬件、测试及新产品导入团队，对相关的技术发展方向由深入的理解。和产品经理一起往常项目的完成与产品的交付。  2、协助后台软件团队实现不同通信协议的适配、上行数据采集、下行控制的嵌入式软件开发。  3、项目方案设计、实施、进度、生产、质量进行跟踪。  4、和算法工程师一起负责算法的设计与实现。  5、研发流程优化、生产工艺优化改进等等  6、负责每年市、区科委科研课题申请，实施，答辩  7、负责公司产品质量体系建立，产品质量管理，质量原因分析，生产精益化管理  8、企业产品标准、精益化生产标准，质量管理文件标准，研发规范文件流程等等公司、国家标准资料起草  主要业绩：  1、完成公司硬件实验室平台搭建，环境实验室平台搭建，以及产品企业标准，原材料来料监测标准；  2、自设计静态脚本编译PLC，类汇编等算法，设计，实现；  3、完成对XML，JavaScript脚本解析；  4、RS485软CSMA/CD载波监听多路访问/冲突检测方法的算法，设计，实现；  5、无线组网协议栈算法，设计，实现；  6、网络设备的自修复算法，设计，实现；  7、组态软件GUI算法实现；  8、公司专利数每年不少于10个，行业技术遥遥领先；  9、实现产品的标准化设计，标准化生产，年研发新产品不少于30个。  10、技术合作沟通品牌万达，绿地，阿里巴巴，百度，松下电器，大金空调，融创，电信，君悦，凯悦，世贸，中青旅，温德姆，香格里拉等等项目合作或技术对接",1
分公司总经理,工作描述： 管理方面：实现公司战略思想，并完善和拓展公司产品，构建可持续发展的公司体系结 构。对各个开发项目组进行项目安排、人员调度、项目进度的制定以及相关的跟踪。  开发方面：主要负责公司项目立项、考察、审核、评审、以及项目开发过程的硬件、软件开发。  项目方面：对招标项目进行产品方案设计、产品报价、施工方案设计、施工图纸设计、现场施工、以及售后服务等等。,0
分公司经理,设计方面：主要负责公司项目立项、评审、考察、审核、设计（硬件、软件），产品方案设计，施工方案设计，施工图纸，生产，等等。 管理方面：公司相关制度的完善，项目进度的制定以及相关的跟踪， 汇报对象：总裁 | 年收入：10万元/年 直接下属：基层主管 | 下属人数：15人 离职/转岗原因：换一个好点工作环境，提高个人收入 负责上海研发子公司的人员管理以及研发项目管理。带领团队在1年半中使公司的一个产品（单灯远程控制系统），完善到4个系列化产品（有线路灯的单灯控制系统系列，无线路灯的单灯控制系统系列，智能家居控制系统系列，无线智能家居控制系统系列）二十多个产品。在公司2年的时间内3次带领团队在2周内完成新项目的研发，完成5个大项目的开发工作。在管理上完善公司的研发团队管理，增强公司研发团队的凝聚力。对生产工艺进行了改进，采购流程进行了整改，提高了产品的生产质量和生产效率。,0
分公司经理,工作描述： 管理方面：实现公司战略思想，并完善和拓展公司产品，构建可持续发展的公司体系结  构。对各个开发项目组进行项目安排、人员调度、项目进度的制定以及相关的跟踪。 开发方面：主要负责公司项目立项、考察、审核、评审、以及项目开发过程的硬件、软件开发。 项目方面：对招标项目进行产品方案设计、产品报价、施工方案设计、施工图纸设计、现场施工、以及售后服务等等。 业绩描述： 负责上海研发子公司的人员管理以及研发项目管理。带领团队在1年半中使公司的一个产品（单灯远程控制系统），完善到4个系列化产品（有线路灯的单灯控制系统系列，无线路灯的单灯控制系统系列，智能家居控制系统系列，无线智能家居控制系统系列）二十多个产品。在公司2年的时间内3次带领团队在2周内完成新项目的研发，完成5个大项目的开发工作。在管理上完善公司的研发团队管理，增强公司研发团队的凝聚力。对生产工艺进行了改进，采购流程进行了整改，提高了产品的生产质量和生产效率。,0
嵌入式硬件/软件工程师,工作描述： 主要负责冰箱、洗衣机、空调控制器的硬件设计和相关认证。  在工作中主要完成，产品原理图设计，PCB设计，EMC干扰实验等等，出口产品的相关认证材料准备和认证，器件审核，产品性能测试，产品生产工艺编排，指导产品安装使用等等。  在期间主要完成产品：  1、冰箱酒柜产品：华菱出口北美双温酒柜，美的出口巴西双温酒柜，荣事达BCD558、BCD538系列高端智能变频冰箱设计，慈溪三友BCD242、BCD222系列智能冰箱硬件设计，以及其他相关冰箱产品。  2、洗衣机系列：小天鹅莫款洗衣机。  3、其他项目：USB+FPGA的高速视频数据采集项目，主要负责硬件设计，USB嵌入式程序设计，FGPA 编程。,1
研究所,工作描述： 主要负责冰箱、洗衣机、空调控制器的硬件设计和相关认证。 在工作中主要完成，产品原理图设计，PCB设计，EMC干扰实验等等，出口产品的相关认证材料准备和认证，器件审核，产品性能测试，产品生产工艺编排，指导产品安装使用等等。 在期间主要完成产品： 1、冰箱酒柜产品：华菱出口北美双温酒柜，美的出口巴西双温酒柜，荣事达BCD558、BCD538系列高端智能变频冰箱设计，慈溪三友BCD242、BCD222系列智能冰箱硬件设计，以及其他相关冰箱产品。 2、洗衣机系列：小天鹅莫款洗衣机。 3、其他项目：USB+FPGA的高速视频数据采集项目，主要负责硬件设计，USB嵌入式程序设计，FGPA 编程。,1
财务经理,工作描述： 1、负责集团合并报表编制。建立保利物业合并报告编制体系，包括设计合并报表底稿，合并报表编制方法。每月编制合并报表；  2、依据企业会计准则、公司相关财务制度组织实施所属公司及下属单位的日常财务核算工作；  3、配合CFO完成对财务部门的架构重建，包括厘清财务资金中心二级部门部门职责、人员配置及岗位职能等。  4、完善财务核算流程，包括制定会计核算政策、制度，核算核算指引的拟定与监督执行，并指导下属会计的具体工作，期间出台了核算管理要求、统一了会计科目与明确了各会计科目的核算范围、针对具体业务场景出台了相应的核算操作细则、对酬金制项目进行了账务分拆等；  5、根据财务资金中心管理要求及业务需要制定核算处年度工作计划，并推进年度工作计划各项工作的落地与执行，统筹核算处人员招聘与培训工作，负责核算处团队建设，包括团队能力提升管理及组织文化建设；  6、负责财务核算信息的收集、汇总与分析，为重大经营决策提供财务数据支持；  7、配合外部审计完成年审工作；  8、作为公司上市团队核心成员，对接中介上市尽职调查工作，统筹财务资金中心核算部门对接上市中介各项工作，包括外部审计机构、券商、律所。 工作业绩： 1、协助CFO完成对财务部门的架构重建，由原来的分散式管理变成集中式管理，拟定了财务资金中心各二级部分及各岗位的工作职责； 2、完善了财务核算流程，包括制定会计核算政策、制度，核算核算指引。,0
财务BP,工作描述： 1、负责业务单元的财务指标设定及管理，负责业务单元预算管理工作； 2、负责业务单元的核算管理及财务运营管理； 3、按照部门业务需求进行财务盈利模型分析及财务指标落实到业务的分解。,0
财务经理,工作职责： 1、负责整统筹物业集团财务制度建设及会计核算管理工作，包括会计核算监督、财务专项检查、会计各项制度制定与修正、财务核算制度、税务制度解释、解答工作； 2、编制物业集团合并报表，建立物业集团财务分析体系。审核各区域季度、年度财务分析报表、财务报告审核，出具物业集团季度、年度财务报告； 3、参与审核区域年度预算编制工作； 4、负责向金地集团报送各项报表，包括月度信息月报、资金月报及利润预测； 5、作为物业集团思源收费系统财务口项目经理，负责集团物业收费系统推广工作；包括前期调研，提出系统开发功能需求、验证各项需求在系统中实现途径，汇总及审核各区域对系统的新需求，与软件开发商协助实现；作为主要参与人，负责跟进预算系统开发与推广工作。 6、其他工作事项,0
总账会计/代理财务经理,工作职责： 一、费用会计相关工作（2008.6-2009.6）：  1、公司职能部门（华南区商品部、华南区财务部、华南区行政部、华南群营销部）及分店（分店在总部支付的费用）的费用开支审核；  2、对审核的费用开支进行账务处理以及东莞工贸及深圳维天的账务处理与报表出具；  3、负责华南区与异地公司的往来账务处理、核对及单据传递；  4、配合总账完成年终决算及其他相关工作。  二、总账相关工作（2009.6-2012.7）：  1、对所负责区域的会计核算质量进行监督，日常账务处理、进度进行检查；  2、规范分店账务处理及日常账务系统维护；  3、月末编制报表：（1）华南区下各法人及天虹置业、天虹投资下各法人单体报表（主要包括资产负债表、利润表现金流量表及相关管理报表）及其合并报表；  （2）、每月编制上报国资委相关久其报表，包括国资委要求上报的久其旬报、久其月报；  4、年终决算工作：主要包括年终账务清理、年度财务报告出具及配合外部审计工作；编制国资委相关久其决算报表；  5、计提税金及涉税事务处理;  6、规范各个分店及分部的会计核算工作，针对核算中存在的问题及时向相关部门反馈  三、分店财务部长（2012.7-2014.3）  1、根据区域财务部工作计划，制定部门工作计划，并跟进计划的实施；  2、组织分店财务部进行财务核算，并对核算质量负责；  3、对分店经营活动进行分析，出具分析报告，包含月度财务分析、季度财务分析及各种专项分析，为商场总经理及其他部门提出合理化建议及决策依据；  4、编制分店预算，跟进预算执行情况，并以此对现场分部进行考核；  5、向商场现场分部提供相关数据。  四、项目经历：  1、项目名称：华南区R3ERP系统上线  2、项目概述：从2011年开始，天虹商场股份有限公司切换财务系统，由之前的金蝶EAS切换到神州数码的R3系统，本人参与相关模块的开发与测试工作  3、项目职责：华南区从2011年6月份开始基础数据的整理，本人全程参与系统的建设，主要参与的事项有：开账基础资料的整理、开账资料的导入、费用模块、税金模块、银行对账模块、报表模块等相关工作  4、项目业绩：所负责的模块顺利运行。,0
高级软件测试工程师,工作描述： 根据需要进行软件测试工作,1
高级软件测试工程师,"工作描述： 工作描述： 1、工作中前期自己负责测试项目，流程为熟悉产品需求文档、参与评审需求，编写测试计划，设计测试用例，执行测试用例，输出测试报告。从事最大项目需要十多人团队合作，包括前端开发人员，后台开发人员，UI设计人员,项目经理。在项目结束后还获得了项目奖金，被认可测试输出较高。后期带团队一起测试一个项目，在日常工作中统筹安排测试任务，保证共同输出高质量的测试结果。 2、主要从事web、App的功能测试、安全测试、兼容性测试。负责web测试两年多，负责App测试一年多。测试工具使用过禅道、QC，freemind，精通。了解过LR,QTP，Fiddler,soapui,不精通。 3、项目中使用工具包括JIRA,SVN,Mysql,Proxifier代理工具等。工作中与产品部门，UI设计部门，运营部门，客服部门常沟通合作。项目主要采用敏捷开发模式。在项目测试中穿插快速开发和生产故障。",1
软件测试工程师,工作描述： 1、主要做小型项目测试，开发周期一周左右结束。测试任务为根据产品需求制定测试方案，设计测试数据和编写测试用例； 2、实施测试方案，并对系统问题进行跟踪分析和报告，执行好功能测试，集成测试、    系统测试，编写软件缺陷报告、测试报告， 全面负责产品质量； 3、收集整理各种软件问题，及时反馈并跟踪问题的解决； 4、使用LoadRunner对软件进行性能测试，录制和维护测试脚本； 5、使用QTP对软件进行自动化测试，录制和维护测试脚本。 6、参加项目评审工作，提出自己的见解。 7、维护BUG管理工具QC，熟悉QC的功能。 8、跟随项目组对客户进行业务培训，给客户讲解业务并记录整理反馈客户提出的问题。 9、对系统的完善和改进提出自己的见解和方案。,1
产品总监,"工作描述： 工作描述：1.负责产品生命周期管理。 2.管理领导产品团队，与各部门有效沟通系统性地规划平台的产品线，制定产品开发的可行性方案; 3.领导和管理产品团队，对人员进行激励、考核、培养等； 4.面试应聘人员，为本公司可持续发展注入新鲜血液； 5.负责把控设计产品原型，产品定义，规划设计及产品生命周期管理，负责产品团队与研发、测试、运营及市场部门的有效沟通，推进产品开发、上线工作，确保产品功能特性和交互符合产品需求; 6.管理4位产品人员，VargoC，VargoM，Vargo智能，Laucher,隐私系统，加密传输，虚拟Touch,微途等20多个项目。 7.根据产品需求，制定产品运营，短，长期目标规划，可行性分析 8.完成卓跃2代二期相关的产品需求工作以及卓跃3代的立项工作； 9.成功完成格力手机一期的适配工作，为格力手机二期做好准备工作； 10.Vtime，MDM综合管理平台，瓦戈智能家庭企业系统，司法部监狱系统需求、某武警部队互联网学习室以及移动终端需求资料编写的需求原型工作； 11.督促产品经理对相关的JIRA跟进处理BUG以及形成版本迭代计划; 12.完成瓦戈科技《高新技术企业申报》相关的资料编写修订； 13.完成2017年浦东新区“小微企业创业创新基地城市示范”专项资金项目资料的编写申报； Vargo 官网 http://www.vargo.com.cn",1
产品经理,工作职责： 1.银行存管对接:负责综合资产端和交易结算系统与善林宝银行存管，善林财富银行存管，善林宝银行存管的流程和业务的对接。 2.负责现金贷:产品的规划，包括：产品形态，客户画像，市场需求定位，原型设计，等全套产品系统开发需求撰写。 3.雪橙金服综合资产管理系统:进件管理，信审管理，征信管理，订单管理，放款管理，提现管理，充值管理，还款管理，催收管理，报表管理，系统管理等系统和流程优化。 4.雪橙金服的交易结算系统:由资产端到资金端的流程，资产分拣，债权集的生成，理财计划的规则创建和理财计划的生成，推送，匹配和放款。,1
产品经理,工作描述： 1.银行存管对接:负责综合资产端和交易结算系统与善林宝银行存管，善林财富银行存管，善林宝银行存管的流程和业务的对接。 2.负责现金贷:产品的规划，包括：产品形态，客户画像，市场需求定位，原型设计，等全套产品系统开发需求撰写。 3.雪橙金服综合资产管理系统:进件管理，信审管理，征信管理，订单管理，放款管理，提现管理，充值管理，还款管理，催收管理，报表管理，系统管理等系统和流程优化。 4.雪橙金服的交易结算系统:由资产端到资金端的流程，资产分拣，债权集的生成，理财计划的规则创建和理财计划的生成，推送，匹配和放款。,1
产品经理/主管,工作描述： 1.负责侬要贷现金贷平台的需求定位，竞品分析，框架搭建，原型设计，版本迭代规划1.0版本，2.0版本，资金方对接（大兴安岭银行，360借条，空中金融，稳通金融），支付渠道对接（支付宝，微信，银联支付，合利宝，连连支付）流量渠道商对接分析（现金巴士，借钱快手，好事多，百姓网等）以及渠道业务数据分析 2.负责银码头网贷超市平台的需求定位，竞品分析，框架搭建，原型设计，版本迭代规划1.0版本，2.0版本，3.0版本，资金方对接（大兴安岭银行，360借条，空中金融，稳通金融），支付渠道对接（支付宝，微信，银联支付，合利宝，连连支付）流量渠道商对接分析（现金巴士，借钱快手，好事多，百姓网等）以及渠道业务数据分析，结合爬虫技术，提升用户满意度 3.负责侬要贷和银码头两平台的配套系统搭建，系统设计，信审系统，催收系统，客户服务系统，优质客户召回系统，综合券系统(现金券，优惠券)，财务清结算系统 4.负责雪橙金服的BI报表系统，财务部报表，风控部报表，运营部报表，客服部报表，需求收集，整理，落实项目。 5.银行存管对接:负责综合资产端和交易结算系统与善林宝银行存管，善林财富银行存管，善林宝银行存管的流程和业务的对接。 6.雪橙金服综合资产管理系统:进件管理，信审管理，征信管理，订单管理，放款管理，提现管理，充值管理，还款管理，催收管理，报表管理，系统管理等系统和流程优化。 7.雪橙金服的交易结算系统:由资产端到资金端的流程，资产分拣，债权集的生成，理财计划的规则创建和理财计划的生成，推送，匹配和放款。 工作业绩： 侬要贷数据: 注册人数：264276  登录人数：371313 评估费AL转化率：17.95%  过件率：21.75%   PS转化率：4.33%  毛利率：55.27% 银码头数据: 注册人数：1309384  登录人数：947201 评估费AL转化率：11.07%  推荐费 LP转化率：84.84%   过件率：5.75%   PS转化率：6.33%   毛利率：45.12% 下属人数:3人（1UI，1产品实习，1产品经理） 雪橙金服：www.xuechengjf.com,1
高级产品经理,"工作描述： 用我们的激情和专业创造我们不曾有过的梦想，这就是产品 理财产品（小宝理财）：定期 活期 基金 信贷 保险 ，电商产品（优品购） 1、规划、设计小宝理财交互和支付产品，制定产品计划和阶段性工作目标，收集市场需求，深入调研需求目标，沟通解决方案，明确产品可行性，设计产品形态，形成产品方案，完成产品封装和标准化；协调市场、研发、渠道、运营等相关部门，做好产品上线前的工作梳理，推动产品落地市场前的测试、验收、产品培训等准备工作； 2、负责基础支付渠道对接的技术沟通，设计接入方式和可行性，推进渠道上线和落地； 3.负责将产品需求转化为产品功能并进行产品版本规划及功能规划,分析业务需求和用户研究来完成界面信息架构，流程设计和原型设计，独立完成APP、H5版本等功能页的交互设计和H5运营活动的交互设计工作 4.负责撰写产品需求文档及产品原型设计；将业务需求细化为产品交互方案，给出原型图 5.与产品开发者充分沟通，确保取得一致，并确定产品开发可能面临的技术实现风险，技术方案的可行性分析，进行用户体验研究和分析，整理和积累交互创新想法，不断提升产品易用性； 6.与相关部门紧密配合，在新产品项目中，负责掌控项目进度，跟进方案、开发和测试，保证项目顺利上线发布。 7.后期完成小宝理财在线客服和留言板系统，针对产品细化营销，推出转让专区，融资租赁，新手专区，自动投标等多种形式产品。 8.针对小宝理财，设计出微信版本，推广产品知名度，增加用户流量，提高产品收益。   对现有产品的使用体验和评估提出改进方案，持续优化产品的用户体验 9.配合运营增加营销活动需求，使用户活动提高参与感，内容场景化，活动对象进行假想分类并精准营销。 富友收件宝是一款结合富友快递柜（富友社区智能便民服务终端）的服务应用，为收件宝的社区用户提供指尖上更安全、更高效、更便捷的智慧生活服务。 优品购（小宝特卖）电商平台是电商购物平台和小宝特卖，结合在一起的购物消费平台，免费送货上门是带给用户消费便捷的生活方式，足不出户即可享受世界美食。 “小宝理财”频道，富友整合金融行业资源，为社区用户提供丰富优质安全的一站式便捷理财服务。更有高收益新手专享产品。 多样化的服务，让我们一起共享生活的点点滴滴。 富友收件宝 您的生活 金融 服务助手。 下属人数：2人 | 汇报对象：产品总监| 离职原因：合同到期 主要业绩：10月份平台投资金额：2.96亿  平台理财收益资金额：1032.13万  投资笔数：26680笔、人均投资：54628元 注册人数：170485人",1
高级产品经理,"工作描述： 用我们的激情和专业创造我们不曾有过的梦想，这就是产品 理财产品（小宝理财）：定期 活期 基金 信贷 保险 ，电商产品（优品购） 1、规划、设计小宝理财交互和支付产品，制定产品计划和阶段性工作目标，收集市场需求，深入调研需求目标，沟通解决方案，明确产品可行性，设计产品形态，形成产品方案，完成产品封装和标准化；协调市场、研发、渠道、运营等相关部门，做好产品上线前的工作梳理，推动产品落地市场前的测试、验收、产品培训等准备工作； 2、负责基础支付渠道对接的技术沟通，设计接入方式和可行性，推进渠道上线和落地； 3.负责将产品需求转化为产品功能并进行产品版本规划及功能规划,分析业务需求和用户研究来完成界面信息架构，流程设计和原型设计，独立完成APP、H5版本等功能页的交互设计和H5运营活动的交互设计工作 4.负责撰写产品需求文档及产品原型设计；将业务需求细化为产品交互方案，给出原型图 5.与产品开发者充分沟通，确保取得一致，并确定产品开发可能面临的技术实现风险，技术方案的可行性分析，进行用户体验研究和分析，整理和积累交互创新想法，不断提升产品易用性； 6.与相关部门紧密配合，在新产品项目中，负责掌控项目进度，跟进方案、开发和测试，保证项目顺利上线发布。 7.后期完成小宝理财在线客服和留言板系统，针对产品细化营销，推出转让专区，融资租赁，新手专区，自动投标等多种形式产品。 8.针对小宝理财，设计出微信版本，推广产品知名度，增加用户流量，提高产品收益。   对现有产品的使用体验和评估提出改进方案，持续优化产品的用户体验 9.配合运营增加营销活动需求，使用户活动提高参与感，内容场景化，活动对象进行假想分类并精准营销。 富友收件宝是一款结合富友快递柜（富友社区智能便民服务终端）的服务应用，为收件宝的社区用户提供指尖上更安全、更高效、更便捷的智慧生活服务。   优品购（小宝特卖）电商平台是电商购物平台和小宝特卖，结合在一起的购物消费平台，免费送货上门是带给用户消费便捷的生活方式，足不出户即可享受世界美食。   “小宝理财”频道，富友整合金融行业资源，为社区用户提供丰富优质安全的一站式便捷理财服务。更有高收益新手专享产品。 多样化的服务，让我们一起共享生活。 下属人数：9人 | 汇报对象：产品总监| 离职原因：合同到期 主要业绩：04月份平台投资金额：2.96亿  平台理财收益资金额：1032.13万  投资笔数：26680笔、人均投资：54628元 注册人数：170485人",1
产品经理,"工作职责： 用我们的激情和专业创造我们不曾有过的梦想，这就是产品 理财产品（小宝理财）：定期 活期 基金 信贷 保险 ，电商产品（优品购） 1、规划、设计小宝理财交互和支付产品，制定产品计划和阶段性工作目标，收集市场需求，深入调研需求目标，沟通解决方案，明确产品可行性，设计产品形态，形成产品方案，完成产品封装和标准化；协调市场、研发、渠道、运营等相关部门，做好产品上线前的工作梳理，推动产品落地市场前的测试、验收、产品培训等准备工作； 2、负责基础支付渠道对接的技术沟通，设计接入方式和可行性，推进渠道上线和落地；  3.负责将产品需求转化为产品功能并进行产品版本规划及功能规划,分析业务需求和用户研究来完成界面信息架构，流程设计和原型设计，独立完成APP、H5版本等功能页的交互设计和H5运营活动的交互设计工作  4.负责撰写产品需求文档及产品原型设计；将业务需求细化为产品交互方案，给出原型图  5.与产品开发者充分沟通，确保取得一致，并确定产品开发可能面临的技术实现风险，技术方案的可行性分析，进行用户体验研究和分析，整理和积累交互创新想法，不断提升产品易用性；  6.与相关部门紧密配合，在新产品项目中，负责掌控项目进度，跟进方案、开发和测试，保证项目顺利上线发布。  7.后期完成小宝理财在线客服和留言板系统，针对产品细化营销，推出转让专区，融资租赁，新手专区，自动投标等多种形式产品。  8.针对小宝理财，设计出微信版本，推广产品知名度，增加用户流量，提高产品收益。   对现有产品的使用体验和评估提出改进方案，持续优化产品的用户体验 9.配合运营增加营销活动需求，使用户活动提高参与感，内容场景化，活动对象进行假想分类并精准营销。   富友收件宝是一款结合富友快递柜（富友社区智能便民服务终端）的服务应用，为收件宝的社区用户提供指尖上更安全、更高效、更便捷的智慧生活服务。   优品购（小宝特卖）电商平台是电商购物平台和小宝特卖，结合在一起的购物消费平台，免费送货上门是带给用户消费便捷的生活方式，足不出户即可享受世界美食。   “小宝理财”频道，富友整合金融行业资源，为社区用户提供丰富优质安全的一站式便捷理财服务。更有高收益新手专享产品。 多样化的服务，让我们一起共享生活的点点滴滴。 富友收件宝 您的生活 金融 服务助手。   下属人数：9人 | 汇报对象：产品总监| 离职原因：合同到期 主要业绩：10月份平台投资金额：2.96亿  平台理财收益资金额：1032.13万  投资笔数：26680笔、人均投资：54628元 注册人数：170485人",1
高级产品经理,"工作描述： 用我们的激情和专业创造我们不曾有过的梦想，这就是产品 理财产品（小宝理财）：定期 活期 基金 信贷 保险 ，电商产品（优品购） 1、规划、设计小宝理财交互和支付产品，制定产品计划和阶段性工作目标，收集市场需求，深入调研需求目标，沟通解决方案，明确产品可行性，设计产品形态，形成产品方案，完成产品封装和标准化；协调市场、研发、渠道、运营等相关部门，做好产品上线前的工作梳理，推动产品落地市场前的测试、验收、产品培训等准备工作； 2、负责基础支付渠道对接的技术沟通，设计接入方式和可行性，推进渠道上线和落地； 3.负责将产品需求转化为产品功能并进行产品版本规划及功能规划,分析业务需求和用户研究来完成界面信息架构，流程设计和原型设计，独立完成APP、H5版本等功能页的交互设计和H5运营活动的交互设计工作 4.负责撰写产品需求文档及产品原型设计；将业务需求细化为产品交互方案，给出原型图 5.与产品开发者充分沟通，确保取得一致，并确定产品开发可能面临的技术实现风险，技术方案的可行性分析，进行用户体验研究和分析，整理和积累交互创新想法，不断提升产品易用性； 6.与相关部门紧密配合，在新产品项目中，负责掌控项目进度，跟进方案、开发和测试，保证项目顺利上线发布。 7.后期完成小宝理财在线客服和留言板系统，针对产品细化营销，推出转让专区，融资租赁，新手专区，自动投标等多种形式产品。 8.针对小宝理财，设计出微信版本，推广产品知名度，增加用户流量，提高产品收益。   对现有产品的使用体验和评估提出改进方案，持续优化产品的用户体验 9.配合运营增加营销活动需求，使用户活动提高参与感，内容场景化，活动对象进行假想分类并精准营销。 富友收件宝是一款结合富友快递柜（富友社区智能便民服务终端）的服务应用，为收件宝的社区用户提供指尖上更安全、更高效、更便捷的智慧生活服务。   优品购（小宝特卖）电商平台是电商购物平台和小宝特卖，结合在一起的购物消费平台，免费送货上门是带给用户消费便捷的生活方式，足不出户即可享受世界美食。   “小宝理财”频道，富友整合金融行业资源，为社区用户提供丰富优质安全的一站式便捷理财服务。更有高收益新手专享产品。 多样化的服务，让我们一起共享生活。 下属人数：2人 | 汇报对象：产品总监| 离职原因：合同到期 主要业绩：10月份平台投资金额：2.96亿  平台理财收益资金额：1032.13万  投资笔数：26680笔、人均投资：54628元 注册人数：170485人",1
